SKU,PRICE
11382,235.0
11382,239.0
11382,249.0
11382,249.99
11382,250.0
11382,267.99
11382,269.99
11382,269.99
11382,270.0
11382,273.65
11382,274.99
11382,275.0
11382,279.99
11383,312.0
11383,315.0
11383,325.0
11383,328.0
11383,330.0
11383,335.0
11383,349.97
11383,350.0
11383,379.0
11383,379.95
11383,379.99
11383,385.0
11383,389.0
11384,150.0
11384,218.0
11384,225.0
11384,225.0
11384,237.99
11384,239.0
11384,246.0
11384,249.0
11384,249.0
11384,249.0
11384,249.99
11384,259.99
11384,259.99
11384,265.0
11384,268.0
11384,269.0
11384,270.99
11384,275.0
11384,289.0
11385,540.0
11385,599.0
11385,625.0
11385,640.0
11385,649.95
11385,721.0
11385,749.0
11385,808.65
11385,899.0
11385,1800.0
11385,2258.99
11385,2263.89
11386,125.0
11386,269.98
11386,294.95
11386,299.0
11386,339.97
11386,400.0
11386,450.0
11386,463.5
11388,260.0
11388,297.0
11388,349.95
11388,359.0
11388,379.0
11388,385.0
11388,450.0
11388,453.95
11388,495.0
11388,675.0
11389,316.0
11389,354.0
11389,381.89
11389,389.97
11389,395.0
11389,395.0
11389,399.0
11389,399.0
11389,459.99
11389,460.0
11389,488.0
11389,499.99
11389,499.99
11389,500.89
11390,189.0
11390,194.99
11390,209.0
11390,209.0
11390,229.99
11390,235.0
11390,241.89
11390,245.0
11390,354.0
11390,395.0
11390,425.0
11390,426.99
11390,449.99
11390,469.0
11390,475.0
11390,489.97
11390,500.89
11390,1799.99
11391,189.0
11391,194.99
11391,209.0
11391,209.0
11391,229.99
11391,235.0
11391,241.89
11391,245.0
11391,354.0
11391,395.0
11391,425.0
11391,426.99
11391,449.99
11391,469.0
11391,475.0
11391,489.97
11391,500.89
11391,1799.99
11392,199.0
11392,239.0
11392,260.0
11392,283.84
11392,318.89
11392,329.97
11392,350.0
11392,389.0
11392,399.0
11392,399.0
11392,400.0
11392,425.0
11392,425.0
11392,425.0
11392,425.0
11392,425.0
11392,449.99
11392,489.0
11393,159.0
11393,179.95
11393,184.84
11393,199.0
11393,258.0
11393,265.0
11393,306.99
11393,325.0
11393,325.0
11393,375.0
11393,659.99
11393,808.89
11393,1350.0
11394,165.0
11394,169.0
11394,195.0
11394,199.2
11394,219.0
11394,249.97
11394,250.0
11394,272.0
11394,299.0
11394,325.65
11394,379.0
11394,399.97
11394,435.0
11394,449.99
11394,799.0
11394,949.99
11395,285.0
11395,311.0
11395,334.99
11395,335.0
11395,336.0
11395,345.0
11395,349.0
11395,349.94
11395,359.0
11395,379.0
11395,379.97
11395,379.99
11395,389.99
11395,425.55
11395,559.0
11395,575.0
11395,582.0
11397,171.0
11397,219.99
11397,225.0
11397,249.0
11397,249.99
11397,285.98
11397,299.0
11397,319.34
11397,325.0
11397,364.93
11397,367.0
11397,395.0
11397,398.0
11397,399.0
11397,404.99
11397,410.0
11397,444.98
11397,460.0
11397,460.0
11397,465.0
11398,195761.0
11398,206947.0
11398,218134.0
11398,219252.0
11398,222608.0
11398,222608.0
11398,222608.0
11398,246043.0
11398,246088.0
11398,251670.0
11398,257275.0
11398,290834.0
11398,290834.0
11398,324393.0
11398,363556.0
11398,906082.0
11398,2662337.0
11399,189.98
11399,190.0
11399,195.0
11399,195.0
11399,199.0
11399,199.0
11399,200.0
11399,229.95
11399,239.98
11399,243.55
11399,250.0
11399,299.99
11399,326.0
11399,355.99
11400,215.0
11400,215.0
11400,225.0
11400,240.0
11400,257.49
11400,271.49
11400,275.0
11400,299.0
11400,349.97
11400,369.98
11400,375.0
11400,379.0
11400,445.0
11400,449.99
11400,1000.0
11401,108.95
11401,109.0
11401,149.0
11401,165.0
11402,162.0
11402,175.0
11402,184.0
11402,185.0
11402,219.98
11402,225.0
11402,299.99
11402,699.99
11402,2107.99
11402,2232.0
11403,209.0
11403,209.0
11403,215.99
11403,229.0
11403,229.0
11403,230.0
11403,231.0
11403,242.99
11403,245.0
11403,248.95
11403,249.99
11403,259.0
11403,295.0
11403,350.0
11403,350.74
11404,130.0
11404,155.0
11404,155.0
11404,157.95
11404,158.0
11404,158.0
11404,163.99
11404,164.89
11404,170.0
11404,174.99
11404,184.99
11404,192.49
11404,199.98
11404,200.55
11404,220.0
11404,224.99
11404,228.84
11404,255.0
11404,264.97
11404,334.9
11405,269.94
11405,275.0
11405,294.94
11405,299.0
11405,300.0
11405,304.0
11405,334.98
11405,345.0
11405,369.0
11405,369.0
11405,369.98
11405,374.95
11405,375.0
11405,379.0
11405,379.99
11406,225.0
11406,228.0
11406,234.94
11406,238.0
11406,238.94
11406,239.0
11406,268.0
11406,269.0
11406,275.0
11406,287.2
11406,287.99
11406,288.0
11406,289.0
11406,289.98
11406,295.0
11406,299.0
11406,299.97
11406,299.98
11406,299.99
11406,299.99
11407,114.98
11407,119.0
11407,119.0
11407,124.88
11407,129.0
11407,133.0
11407,139.95
11407,154.55
11407,780.0
11408,163.89
11408,245.0
11408,250.0
11408,250.0
11408,250.0
11408,295.0
11408,315.0
11408,801.89
11408,2650.0
11408,3142.89
11409,219.0
11409,228.0
11409,242.0
11409,249.95
11409,2900.0
11410,206.0
11410,209.0
11410,215.0
11410,218.0
11410,219.0
11410,229.0
11410,230.0
11410,234.0
11410,239.0
11410,259.99
11410,269.99
11410,275.55
11410,280.0
11410,294.99
11410,295.0
11410,296.34
11410,299.0
11410,299.99
11410,299.99
11410,299.99
11410,299.99
11410,300.0
11411,129.0
11411,129.0
11411,129.98
11411,133.0
11411,135.0
11411,144.0
11411,144.0
11411,165.0
11411,195.0
11411,1647.99
11411,1716.0
11411,1776.0
11411,1899.0
11412,135.0
11412,140.0
11412,145.0
11412,146.0
11412,146.0
11412,148.0
11412,149.0
11412,149.0
11412,150.0
11412,167.0
11412,295.0
11413,195.0
11413,195.0
11413,198.99
11413,199.0
11413,199.89
11413,210.0
11413,221.0
11413,250.55
11413,259.0
11414,45.0
11414,69.0
11414,74.0
11414,80.0
11414,89.99
11414,154.99
11415,234.0
11415,245.0
11415,248.0
11415,249.94
11415,249.97
11415,257.0
11415,284.99
11415,285.0
11415,287.89
11415,289.0
11415,299.0
11415,300.74
11415,495.0
11415,860.0
11415,1700.0
11415,3075.0
11415,3400.0
11415,3490.8
11416,74.95
11416,144.0
11416,149.0
11416,149.99
11416,152.0
11416,152.0
11416,155.0
11416,158.0
11416,158.99
11416,159.0
11416,159.0
11416,159.94
11416,159.99
11416,159.99
11416,164.99
11416,169.0
11416,179.0
11416,179.99
11416,179.99
11416,179.99
11416,180.0
11416,194.95
11417,525.0
11417,525.0
11417,574.95
11417,582.0
11417,599.0
11417,599.95
11417,599.99
11417,599.99
11417,599.99
11417,624.99
11417,651.0
11417,665.0
11417,698.0
11418,585.0
11418,849.0
11418,858.0
11418,875.0
11418,895.0
11418,989.0
11418,995.0
11418,999.0
11418,1039.99
11418,1050.0
11418,1109.84
11418,1149.99
11418,1150.0
11418,1150.0
11418,1278.89
11418,1499.99
11418,1699.0
11419,819.0
11419,825.0
11419,840.0
11419,841.0
11419,849.0
11419,895.0
11419,898.0
11419,899.99
11419,950.0
11419,959.0
11419,999.0
11419,999.98
11419,999.99
11419,1012.84
11419,1020.97
11419,1025.0
11419,1050.0
11420,407.0
11420,425.0
11420,449.97
11420,449.97
11420,459.0
11420,459.99
11420,625.0
11421,300.0
11421,325.0
11421,547.98
11421,579.99
11421,625.0
11421,644.98
11421,644.99
11421,649.0
11421,649.97
11421,649.97
11421,649.97
11421,649.98
11421,650.0
11421,659.99
11421,663.0
11421,675.0
11421,695.0
11421,699.0
11421,699.0
11421,699.0
11421,699.98
11421,699.99
11422,215.0
11422,219.0
11422,233.0
11422,295.0
11422,389.99
11422,749.99
11423,188.0
11423,221.0
11423,230.0
11423,265.0
11423,280.0
11423,1316.99
11423,1362.0
11423,2750.0
11424,177.0
11424,177.0
11424,179.0
11424,210.0
11424,273.0
11424,347.5
11424,449.99
11424,660.89
11424,1074.0
11425,195.0
11425,197.0
11425,199.0
11425,221.0
11425,225.0
11425,229.99
11425,239.99
11425,285.0
11425,295.0
11425,295.0
11425,306.75
11425,314.99
11426,159.0
11426,219.0
11426,278.0
11426,278.0
11426,279.0
11426,325.0
11426,325.0
11426,345.0
11426,359.98
11426,365.0
11426,369.99
11426,399.99
11426,399.99
11426,440.99
11426,532.0
11426,599.99
11426,3325.0
11427,375.0
11427,380.0
11427,394.0
11427,395.0
11427,439.0
11427,449.99
11427,459.0
11427,475.0
11427,475.5
11427,499.99
11427,2287.99
11427,2412.0
11428,129.94
11428,133.0
11428,135.0
11428,139.99
11428,143.1
11428,148.95
11428,149.97
11428,149.97
11428,154.99
11428,158.34
11428,159.99
11428,164.95
11428,165.0
11428,170.0
11428,288.0
11428,335.0
11429,200.0
11429,210.0
11429,225.0
11429,230.0
11429,235.0
11429,239.99
11429,240.0
11429,245.0
11429,248.0
11429,267.97
11429,268.34
11429,269.99
11429,269.99
11429,269.99
11429,269.99
11429,275.0
11429,278.99
11429,287.99
11429,291.98
11429,293.99
11429,349.99
11429,655.95
11430,239.0
11430,241.0
11430,250.0
11430,275.0
11430,399.97
11430,499.0
11431,179.0
11431,235.0
11431,276.0
11431,1643.99
11431,1704.0
11432,199.0
11432,245.0
11432,249.0
11432,259.0
11432,322.0
11432,1680.0
11433,278.0
11433,284.0
11433,296.0
11433,309.0
11433,319.99
11433,325.0
11433,350.0
11433,360.0
11433,499.99
11433,599.99
11433,719.99
11433,800.0
11434,189.0
11434,202.0
11435,399.99
11435,506.75
11435,575.0
11435,579.0
11435,589.0
11435,595.0
11435,598.0
11435,599.0
11435,599.0
11435,599.0
11435,600.0
11435,607.0
11435,607.0
11435,625.0
11435,649.99
11435,669.0
11435,695.0
11435,727.55
11435,749.98
11435,819.99
11435,1000.0
11435,1200.0
11435,1295.0
11435,1299.97
11436,621.0
11436,625.0
11436,625.0
11436,625.0
11436,629.0
11436,633.0
11436,650.0
11436,695.0
11436,749.0
11436,749.0
11436,788.5
11436,799.97
11436,829.0
11437,399.98
11437,400.0
11437,415.0
11437,424.99
11437,425.0
11437,445.0
11437,449.0
11437,450.0
11437,455.0
11437,459.0
11437,479.99
11437,495.0
11437,495.0
11437,499.0
11437,499.0
11437,499.98
11437,499.99
11437,500.34
11437,500.95
11437,504.0
11437,529.99
11437,545.0
11437,549.0
11437,549.97
11437,549.97
11437,549.97
11437,549.97
11438,500.0
11438,1099.0
11438,1099.0
11438,1195.0
11438,1195.0
11438,1299.0
11438,1499.99
11438,1560.0
11438,1581.0
11438,1749.98
11438,1895.0
11438,1899.0
11439,799.0
11439,875.0
11439,987.0
11439,1160.0
11439,1485.97
11439,3250.0
11439,4000.0
11439,7295.0
11440,399.0
11440,895.0
11440,899.0
11440,959.0
11440,961.0
11440,1110.0
11440,1200.0
11440,1249.99
11440,1800.0
11440,1800.0
11440,2263.75
11441,695.0
11441,810.0
11441,869.0
11441,950.0
11442,514.99
11442,750.0
11442,774.95
11442,795.0
11442,825.0
11442,825.0
11442,849.0
11442,850.0
11442,879.0
11442,879.0
11444,550.0
11444,750.0
11444,835.0
11444,895.0
11444,1582.0
11444,1650.0
11444,1725.0
11444,1798.0
11444,2400.0
11444,2400.0
11445,550.0
11445,750.0
11445,835.0
11445,895.0
11445,1582.0
11445,1650.0
11445,1725.0
11445,1798.0
11445,2400.0
11445,2400.0
11446,799.0
11446,889.0
11446,899.0
11446,949.0
11446,950.0
11446,968.0
11446,999.0
11446,1000.0
11446,1004.0
11446,1099.0
11446,1200.0
11448,898.0
11448,1333.33
11448,1333.33
11448,1333.33
11448,1333.33
11448,1333.33
11448,1333.33
11448,1333.33
11448,1500.0
11448,1595.0
11448,1595.0
11448,1595.0
11448,1599.0
11448,1599.98
11448,1749.0
11449,725.0
11449,725.0
11449,750.0
11449,795.0
11449,799.0
11449,800.0
11449,858.0
11449,875.0
11449,899.98
11449,1040.0
11451,845.0
11451,846.0
11451,849.0
11451,849.97
11451,849.99
11451,860.0
11451,879.0
11451,910.0
11451,948.0
11451,995.0
11451,999.99
11451,1119.0
11451,1150.0
11451,1173.84
11451,1200.0
11451,1299.0
11451,1299.99
11452,835.0
11452,863.0
11452,1095.0
11452,1364.99
11452,2749.99
11452,3011.95
11452,4199.0
11453,425.0
11453,435.0
11453,550.5
11453,799.0
11453,942.0
11453,942.0
11453,995.0
11453,1099.97
11453,1100.0
11453,1200.0
11453,1499.0
11453,1699.0
11454,899.0
11454,899.0
11454,899.99
11454,974.0
11454,975.0
11454,982.0
11454,995.0
11454,1080.0
11454,1100.0
11454,1150.0
11454,1199.97
11454,1249.99
11454,1253.75
11454,1299.0
11454,1299.99
11454,1395.0
11454,1399.0
11454,1425.84
11455,895.99
11455,899.0
11455,899.95
11455,925.0
11455,936.0
11455,996.0
11455,999.85
11455,999.97
11455,1098.0
11455,1120.0
11455,1120.64
11455,1195.0
11455,1197.89
11455,1199.0
11455,1199.97
11455,1199.97
11456,599.0
11456,633.0
11456,649.0
11456,775.0
11456,800.0
11456,946.89
11456,1887.89
11458,392.0
11458,899.99
11458,949.0
11458,2516.99
11458,2652.0
11458,6750.0
11458,7848.89
11459,75.0
11459,83.0
11459,84.0
11459,129.0
11459,129.98
11459,137.0
11459,170.0
11459,219.0
11460,449.0
11460,450.0
11460,475.0
11460,499.99
11460,534.98
11460,548.0
11460,614.0
11461,459.0
11461,495.0
11461,495.0
11461,499.98
11461,626.0
11461,775.0
11461,775.0
11461,1824.89
11462,557.0
11463,557.0
11463,650.0
11464,535.0
11464,560.0
11464,575.0
11464,584.0
11464,589.0
11464,619.95
11464,668.0
11464,670.0
11464,689.0
11464,689.98
11464,698.0
11464,698.0
11464,749.0
11464,795.0
11464,800.0
11464,800.0
11464,874.99
11465,789.0
11465,795.0
11465,795.0
11465,795.0
11465,810.0
11465,832.0
11465,839.0
11465,849.0
11465,849.0
11465,849.98
11465,849.98
11465,859.95
11466,724.99
11466,999.0
11466,1076.0
11466,1210.0
11467,475.0
11467,475.0
11467,495.0
11467,500.0
11467,525.0
11467,549.0
11467,589.0
11467,595.0
11467,729.98
11467,744.55
11467,1195.0
11467,1200.0
11467,1590.0
11467,2165.0
11468,480.0
11468,495.0
11468,499.0
11468,499.98
11468,514.0
11468,525.0
11468,575.0
11468,595.0
11468,649.99
11468,650.0
11468,785.0
11468,815.0
11468,877.89
11468,1251.0
11468,1399.0
11468,1499.99
11469,549.99
11469,550.0
11469,582.0
11469,625.0
11469,626.0
11469,649.98
11469,659.97
11469,669.97
11469,674.9
11469,700.0
11469,767.0
11469,795.0
11469,862.95
11469,899.0
11469,1095.0
11469,1578.95
11470,549.0
11470,575.0
11470,589.0
11470,617.0
11470,625.0
11470,639.97
11470,699.0
11470,888.95
11470,1250.0
11470,1400.0
11470,1511.89
11470,2499.0
11470,6435.0
11471,549.0
11471,869.0
11471,871.0
11471,874.95
11471,875.0
11471,886.0
11471,895.0
11471,895.0
11471,899.0
11471,899.0
11471,899.0
11471,899.0
11471,925.0
11471,950.0
11471,995.0
11471,995.0
11471,999.99
11471,1034.0
11472,300.0
11472,348.0
11472,349.0
11472,349.95
11472,384.49
11472,405.49
11472,435.0
11472,449.0
11472,449.98
11472,475.0
11472,499.0
11472,585.0
11472,1908.0
11473,149.94
11473,149.99
11473,158.0
11473,165.0
11473,168.0
11473,170.0
11473,175.0
11473,181.0
11473,189.0
11473,200.0
11473,329.0
11473,339.0
11473,1975.0
11476,185.0
11476,190.0
11476,199.0
11476,235.0
11476,259.0
11476,399.99
11477,152.0
11477,159.98
11477,161.0
11477,165.0
11477,165.0
11477,169.0
11477,169.0
11477,180.0
11477,185.0
11477,185.97
11477,189.0
11477,198.992
11477,199.0
11477,199.99
11478,133.0
11478,140.0
11478,224.99
11478,249.97
11478,249.99
11478,299.99
11478,325.0
11478,876.0
11479,389.0
11479,400.0
11479,419.0
11479,425.0
11479,520.0
11479,531.0
11479,595.0
11479,595.0
11479,612.99
11479,639.0
11479,725.0
11479,729.99
11479,757.89
11479,1324.99
11479,2450.0
11479,3079.75
11480,459.0
11480,481.0
11480,490.0
11480,499.0
11480,549.0
11480,551.99
11480,562.65
11480,599.0
11480,659.98
11480,699.0
11480,769.99
11480,1710.0
11480,6732.0
11481,327.97
11481,345.0
11481,380.0
11481,413.0
11481,445.0
11481,445.0
11481,495.0
11481,609.0
11481,780.0
11481,1095.0
11482,139.0
11482,144.95
11482,152.0
11482,155.0
11482,175.0
11482,184.49
11482,189.0
11482,194.49
11482,196.0
11482,200.0
11482,250.0
11482,392.0
11482,911.0
11483,139.0
11483,144.95
11483,152.0
11483,155.0
11483,175.0
11483,184.49
11483,189.0
11483,194.49
11483,196.0
11483,200.0
11483,250.0
11483,392.0
11483,911.0
11484,170.0
11484,195.0
11484,209.0
11484,215.0
11484,225.0
11484,225.0
11484,229.0
11484,229.0
11484,238.0
11484,239.95
11484,250.55
11484,276.0
11484,295.0
11484,299.0
11484,325.0
11484,349.99
11484,350.0
11484,405.97
11484,469.0
11484,480.0
11485,170.0
11485,195.0
11485,209.0
11485,215.0
11485,225.0
11485,225.0
11485,229.0
11485,229.0
11485,238.0
11485,239.95
11485,250.55
11485,276.0
11485,295.0
11485,299.0
11485,325.0
11485,349.99
11485,350.0
11485,405.97
11485,469.0
11485,480.0
11486,300.0
11486,309.0
11486,317.0
11486,325.0
11486,329.95
11486,345.0
11486,353.0
11486,355.0
11486,359.0
11486,360.0
11486,395.0
11486,395.0
11486,399.98
11486,400.0
11486,440.0
11486,455.84
11486,474.99
11486,900.0
11486,1099.99
11487,299.0
11487,299.0
11487,309.0
11487,310.0
11487,323.0
11487,323.0
11487,333.0
11487,369.0
11487,389.97
11487,399.98
11487,419.0
11487,425.0
11487,494.89
11488,175.0
11488,175.0
11488,179.0
11488,190.0
11488,199.95
11488,206.0
11488,219.0
11488,269.98
11488,345.0
11488,498.0
11488,1995.0
11488,2712.0
11489,179.99
11489,188.0
11489,199.0
11489,199.0
11489,229.99
11489,239.99
11489,250.0
11489,252.89
11489,259.34
11489,259.98
11489,279.99
11489,279.99
11489,366.0
11491,248.99
11491,275.0
11491,275.0
11491,275.0
11491,275.0
11491,278.0
11491,279.2
11491,279.95
11491,294.0
11491,299.0
11491,309.99
11491,319.97
11491,319.99
11491,329.0
11491,339.99
11491,345.0
11491,349.0
11491,349.0
11491,349.95
11491,349.99
11491,350.0
11492,123.95
11492,198.98
11492,199.98
11492,199.99
11492,199.99
11492,205.0
11492,208.95
11492,209.0
11492,210.0
11492,219.98
11492,219.99
11492,228.0
11492,228.98
11492,229.99
11492,229.99
11492,229.99
11492,229.99
11492,230.0
11493,319.0
11493,331.99
11493,375.0
11493,392.0
11493,399.95
11493,399.99
11493,425.0
11493,425.0
11493,469.99
11493,495.0
11493,609.99
11493,626.75
11493,699.0
11493,795.0
11493,850.0
11493,1071.75
11493,1125.0
11494,325.0
11494,350.0
11494,373.0
11494,375.0
11494,399.0
11494,413.55
11494,450.0
11494,479.0
11495,139.0
11495,170.0
11495,178.0
11495,180.0
11495,184.95
11495,244.99
11495,375.0
11495,379.95
11495,395.0
11496,185.0
11496,195.0
11496,199.99
11496,199.99
11496,200.0
11496,205.0
11496,214.99
11496,217.0
11496,219.0
11496,225.0
11496,229.0
11496,265.0
11496,269.99
11496,270.0
11496,500.0
11497,139.97
11497,230.0
11497,234.0
11497,245.0
11497,255.0
11497,265.0
11497,265.0
11497,279.0
11497,279.99
11497,289.99
11497,295.0
11497,299.0
11497,299.0
11497,300.0
11497,313.99
11497,318.89
11497,319.2
11497,338.34
11497,349.99
11498,109.95
11498,134.0
11498,139.0
11498,145.0
11498,145.0
11498,148.0
11498,148.98
11498,149.0
11498,150.0
11498,158.0
11498,158.0
11498,159.0
11498,167.99
11498,169.89
11498,172.0
11498,174.99
11498,175.0
11499,160.0
11499,195.0
11499,200.0
11499,225.0
11499,245.0
11499,255.0
11499,279.99
11499,425.0
11499,538.55
11500,345.0
11500,375.0
11500,399.0
11500,419.95
11500,420.0
11500,440.0
11500,470.65
11500,495.0
11500,525.0
11500,600.0
11500,999.0
11500,1125.0
11501,137.0
11501,175.0
11502,139.0
11502,164.0
11502,169.0
11502,189.99
11502,205.0
11502,209.0
11502,1750.005
11502,2025.0
11503,124.95
11503,135.0
11503,137.0
11503,475.0
11505,175.0
11505,179.0
11505,179.99
11505,180.0
11505,185.0
11505,189.0
11505,199.0
11505,199.2
11505,199.99
11505,215.0
11505,219.99
11505,230.55
11505,249.0
11505,249.0
11505,249.99
11505,259.0
11505,269.34
11505,299.99
11505,299.99
11505,299.99
11505,299.99
11505,299.99
11505,349.99
11506,135.0
11506,139.0
11506,144.0
11506,144.94
11506,150.0
11506,175.0
11506,179.99
11506,325.0
11506,665.0
11507,177.0
11507,185.0
11507,189.99
11507,190.0
11507,195.0
11507,199.95
11507,200.0
11507,209.0
11507,209.99
11507,211.99
11507,215.0
11507,219.95
11507,219.99
11507,235.0
11507,235.0
11507,235.0
11507,235.0
11508,999.0
11508,1000.0
11508,1040.0
11508,1099.0
11508,1149.0
11508,1200.0
11508,1295.0
11508,1350.0
11508,1400.0
11508,1450.0
11508,1499.0
11508,1573.89
11508,1625.0
11508,1800.0
11509,450.0
11509,475.0
11509,625.0
11509,675.0
11509,695.0
11509,696.0
11509,699.0
11509,799.0
11509,895.0
11509,899.98
11509,8899.0
11510,315.0
11510,493.0
11510,513.0
11510,525.0
11510,526.0
11510,550.0
11510,615.0
11510,1220.0
11510,2400.0
11511,390.0
11511,495.0
11511,525.0
11511,575.0
11511,575.0
11511,575.0
11511,589.0
11511,589.0
11511,599.0
11511,615.0
11511,620.0
11511,638.0
11511,699.0
11511,716.0
11512,799.99
11512,825.0
11512,828.0
11512,849.99
11512,850.0
11512,850.0
11512,895.0
11512,899.99
11512,900.0
11512,930.0
11512,949.98
11512,999.0
11513,495.0
11513,499.0
11513,519.0
11513,529.99
11513,550.0
11513,659.99
11513,699.88
11513,699.99
11513,1100.0
11514,485.0
11514,495.0
11514,506.0
11514,509.0
11514,630.0
11515,395.0
11515,475.89
11515,550.0
11515,615.0
11515,620.0
11515,625.0
11515,625.0
11515,639.0
11515,646.0
11515,675.0
11515,699.97
11515,749.0
11515,749.0
11515,760.0
11515,795.0
11515,799.0
11515,799.0
11515,849.98
11515,871.84
11515,885.0
11516,450.0
11516,500.0
11516,511.0
11516,549.99
11516,569.98
11516,599.97
11516,599.98
11516,600.34
11516,615.0
11516,649.88
11516,649.99
11516,649.99
11516,699.99
